contractingofficeagencyid,dollarsobligated,fiscal_year,mod_parent,piid,productorservicecode,vendorname
"STATE, DEPARTMENT OF",500756,2016,DYNCORP INTERNATIONAL LLC,SAQMMA16F1261,6340: AIRCRAFT ALARM AND SIGNAL SYSTEMS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",15080456.64,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F0756,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",763150,2016,DYNCORP INTERNATIONAL LLC,SAQMMA11F0533,"1520: AIRCRAFT, ROTARY WING",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",59517.1,2016,DYNCORP INTERNATIONAL LLC,SAQMMA08F3578,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-2645374.14,2016,DYNCORP INTERNATIONAL LLC,SAQMPD06FA124,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F3631,Y1AZ: CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-10521643.1,2016,DYNCORP INTERNATIONAL LLC,SAQMMA13F2643,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",212227.54,2016,DYNCORP INTERNATIONAL LLC,SAQMMA16F0145,"1660: AIRCRAFT AIR CONDITIONING, HEATING, AND PRESSURIZING EQUIPMENT",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-348704.25,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F3179,B546: SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-1552026.02,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F3181,M1PZ: OPERATION OF OTHER NON-BUILDING FACILITIES,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-136888.5,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F0204,AD25: R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-38315.07,2016,DYNCORP INTERNATIONAL LLC,SAQMMA13F0118,AD21: R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,THE MITRE CORPORATION,SAQMMA13C0255,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
"STATE, DEPARTMENT OF",306581.34,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F3917,5680: MISCELLANEOUS CONSTRUCTION MATERIALS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",1612903.67,2016,DYNCORP INTERNATIONAL LLC,SAQMMA16F0205,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",145090.78000000003,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F0684,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-5603108.94,2016,DYNCORP INTERNATIONAL LLC,SAQMMA13F2493,AD26: R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",583931.3300000001,2016,DYNCORP INTERNATIONAL LLC,SAQMMA16F0292,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F4190,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F1464,"6115: GENERATORS AND GENERATOR SETS, ELECTRICAL",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F1077,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F4295,"1510: AIRCRAFT, FIXED WING",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-10000000,2016,DYNCORP INTERNATIONAL LLC,SAQMMA12F3178,Y1BZ: CONSTRUCTION OF OTHER AIRFIELD STRUCTURES,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA12F3196,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA11F2843,"5821: RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",6854,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F3112,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",1067000,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F0686,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F1898,1730: AIRCRAFT GROUND SERVICING EQUIPMENT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",6000000,2016,DYNCORP INTERNATIONAL LLC,SAQMMA16F0048,AD21: R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",276708.48,2016,DYNCORP INTERNATIONAL LLC,SAQMMA12F3616,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,THE MITRE CORPORATION,SAQMMA15F1713,B505: SPECIAL STUDIES/ANALYSIS- COST BENEFIT,THE MITRE CORPORATION
"STATE, DEPARTMENT OF",-135934.36,2016,DYNCORP INTERNATIONAL LLC,SAQMMA11F0714,1080: CAMOUFLAGE AND DECEPTION EQUIPMENT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-61842,2016,DYNCORP INTERNATIONAL LLC,SAQMPD06FC640,U006: EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-6000,2016,DYNCORP INTERNATIONAL LLC,SAQMPD06FB140,4920: AIRCRAFT MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-251231.47999999998,2016,DYNCORP INTERNATIONAL LLC,SAQMPD05C1103,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14D0151,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-18940546.52,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F3126,AD21: R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-846526,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F3319,R497: SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",76134,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F0203,AD25: R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",68051646.99000001,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F2545,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",2618511.42,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F3637,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",942158,2016,DYNCORP INTERNATIONAL LLC,SAQMMA16F0282,5430: STORAGE TANKS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",260925.3,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F1070,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",13461444.719999999,2016,DYNCORP INTERNATIONAL LLC,SAQMMA14F2070,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,"ASURANSI AXA INDONESIA, PT",SID32016D0005,G008: SOCIAL- GOVERNMENT INSURANCE PROGRAMS: OTHER,"ASURANSI AXA INDONESIA, PT"
"STATE, DEPARTMENT OF",-438521.88,2016,DYNCORP,SAQMPD06FC232,S206: HOUSEKEEPING- GUARD,DYNCORP
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA08F3063,R699: SUPPORT- ADMINISTRATIVE: OTHER,DYNCORP
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA16D0068,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",1853501.5599999998,2016,DYNCORP INTERNATIONAL LLC,SAQMMA13F0042,U009: EDUCATION/TRAINING- GENERAL,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA08F4693,8475: SPECIALIZED FLIGHT CLOTHING AND ACCESSORIES,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",19.94,2016,DYNCORP INTERNATIONAL LLC,SAQMMA11F0396,C117: WAREHOUSE BUILDINGS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-292.88,2016,DYNCORP INTERNATIONAL LLC,SAQMMA12F3198,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",563448.94,2016,DYNCORP INTERNATIONAL LLC,SAQMMA16F3097,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-5479200,2016,DYNCORP INTERNATIONAL LLC,SAQMMA15F1496,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
NATIONAL INSTITUTES OF HEALTH,41285.92,2016,AMERICAN MEDICAL ASSOCIATION,HHSN317201600134PC,R699: SUPPORT- ADMINISTRATIVE: OTHER,AMERICAN MEDICAL ASSOCIATION
NATIONAL INSTITUTES OF HEALTH,0,2016,DUKE UNIVERSITY,HHSN272201300017I,AN12: R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,0,2016,DUKE UNIVERSITY,HHSN273201500214P,B599: SPECIAL STUDIES/ANALYSIS- OTHER,DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,926438,2016,DUKE UNIVERSITY,HHSN272201100025C,AN11: R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,0,2016,DUKE UNIVERSITY,HHSN27500017,AN12: R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,0,2016,DUKE UNIVERSITY,HHSN272201000010I,AN11: R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,HHSN261201300004I,AN11: R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH),UNIVERSITY OF SOUTHERN CALIFORNIA
NATIONAL INSTITUTES OF HEALTH,-8320,2016,DUKE UNIVERSITY,HHSN276201600021P,U005: EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,16640,2016,AMERICAN MEDICAL ASSOCIATION,HHSN268201600058PC,R701: SUPPORT- MANAGEMENT: ADVERTISING,AMERICAN MEDICAL ASSOCIATION
NATIONAL INSTITUTES OF HEALTH,-513072.7,2016,JOHNS HOPKINS UNIVERSITY,HHSN260200400012C,AN91: R&D- MEDICAL: OTHER (BASIC RESEARCH),JOHNS HOPKINS UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,3145076,2016,DUKE UNIVERSITY,HHSN27200013,AN12: R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,0,2016,JOHNS HOPKINS UNIVERSITY,HHSN275201100053U,AN12: R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),JOHNS HOPKINS UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,0,2016,DUKE UNIVERSITY,HHSN275201000003I,AN12: R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,12826,2016,DUKE UNIVERSITY,HHSN268200736186C,AN12: R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,-5145750.58,2016,JOHNS HOPKINS UNIVERSITY,HHSN267200700048C,AN12: R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),JOHNS HOPKINS UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,476866,2016,DUKE UNIVERSITY,HHSN27200003,AN12: R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,0,2016,DUKE UNIVERSITY,HHSN272200900023C,AN13: R&D- MEDICAL: BIOMEDICAL (ADVANCED DEVELOPMENT),DUKE UNIVERSITY
NATIONAL INSTITUTES OF HEALTH,-1.1,2016,JOHNS HOPKINS UNIVERSITY,00266200308D266030036,C118: RESEARCH AND DEVELOPMENT FACILITIES,JOHNS HOPKINS UNIVERSITY
"ENERGY, DEPARTMENT OF",30877393,2016,"CENTERRA GROUP, LLC",DEAC3010CC60025,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
"ENERGY, DEPARTMENT OF",9000000,2016,"CENTERRA GROUP, LLC",DENA0001435,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
"ENERGY, DEPARTMENT OF",0,2016,UNIVERSITY OF TEXAS AT AUSTIN,DEEE0006648,R410: SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,UNIVERSITY OF TEXAS AT AUSTIN
FEDERAL PRISON SYSTEM,99000,2016,"MERCHANDISE MART PROPERTIES, INC.",DJU4500517056,X1AB: LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES,"MERCHANDISE MART PROPERTIES, INC."
FEDERAL PRISON SYSTEM,14400,2016,"DUKE UNIVERSITY HEALTH SYSTEM, INC.",DJBP0106RB270019,Q999: MEDICAL- OTHER,"DUKE UNIVERSITY HEALTH SYSTEM, INC."
AGENCY FOR INTERNATIONAL DEVELOPMENT,9381.14,2016,CESC PLAZA LIMITED PARTNERSHIP,AIDMASV1600213,6625: ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,CESC PLAZA LIMITED PARTNERSHIP
AGENCY FOR INTERNATIONAL DEVELOPMENT,837000,2016,THE MITRE CORPORATION,AIDCION1500001,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
AGENCY FOR INTERNATIONAL DEVELOPMENT,-411920,2016,THE MITRE CORPORATION,AIDCION1000004,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
FEDERAL HIGHWAY ADMINISTRATION,130000,2016,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",5002,R418: SUPPORT- PROFESSIONAL: LEGAL,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP"
FEDERAL HIGHWAY ADMINISTRATION,150000,2016,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",5001,R418: SUPPORT- PROFESSIONAL: LEGAL,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP"
INTERNAL REVENUE SERVICE,550000,2016,THE MITRE CORPORATION,TIRNO99D000050434,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,0,2016,THE MITRE CORPORATION,TIRNO99D000050422,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,1216834,2016,THE MITRE CORPORATION,TIRNO99D000050438,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,4430225.8,2016,THE MITRE CORPORATION,TIRNO99D000050453,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,0,2016,THE MITRE CORPORATION,TIRNO99D000050450,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,840000,2016,THE MITRE CORPORATION,TIRNO99D000050440,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,3390887.5,2016,THE MITRE CORPORATION,TIRNO99D000050454,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,886335,2016,THE MITRE CORPORATION,TIRNO99D000050425,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,0,2016,THE MITRE CORPORATION,TIRNO99D000050412,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,1113859.8599999999,2016,THE MITRE CORPORATION,TIRNO99D000050423,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,0,2016,THE MITRE CORPORATION,TIRNO99D000050424,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,498107.74,2016,THE MITRE CORPORATION,TIRNO99D000050433,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,3200000,2016,THE MITRE CORPORATION,TIRNO99D000050451,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
INTERNAL REVENUE SERVICE,3631722.8,2016,THE MITRE CORPORATION,TIRNO99D000050445,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,435998,2016,THE MITRE CORPORATION,HSHQDC16J00076,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00063,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,1864237,2016,THE MITRE CORPORATION,HSHQDC16J00039,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,14536577.04,2016,"CENTERRA GROUP, LLC",HSHQEC16J00031,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
OFFICE OF PROCUREMENT OPERATIONS,945030.2,2016,"CENTERRA GROUP, LLC",HSHQEC16J00069,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
OFFICE OF PROCUREMENT OPERATIONS,-36090.02,2016,THE MITRE CORPORATION,HSHQDC11J00454,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,4583794,2016,THE MITRE CORPORATION,HSHQDC16J00078,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,-27631.14,2016,THE MITRE CORPORATION,HSHQDC10J00508,C118: RESEARCH AND DEVELOPMENT FACILITIES,THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,3294240,2016,THE MITRE CORPORATION,HSHQDC15J00457,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,22938.14,2016,"CENTERRA GROUP, LLC",HSHQE515J00027,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
OFFICE OF PROCUREMENT OPERATIONS,1655229.63,2016,"CENTERRA GROUP, LLC",HSHQE516J00009,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
OFFICE OF PROCUREMENT OPERATIONS,-109264.74,2016,THE MITRE CORPORATION,HSHQDC10J00493,C118: RESEARCH AND DEVELOPMENT FACILITIES,THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,198145.91999999998,2016,"CENTERRA GROUP, LLC",HSHQE516J00042,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
OFFICE OF PROCUREMENT OPERATIONS,271677.84,2016,"CENTERRA GROUP, LLC",HSHQE516J00044,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
OFFICE OF PROCUREMENT OPERATIONS,1161075.8399999999,2016,"CENTERRA GROUP, LLC",HSHQE516J00008,S206: HOUSEKEEPING- GUARD,"CENTERRA GROUP, LLC"
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00055,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00057,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00116,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00228,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00328,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,11255962,2016,THE MITRE CORPORATION,HSHQDC16J00026,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00310,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00106,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00223,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,1266410,2016,THE MITRE CORPORATION,HSHQDC16J00010,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00183,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,3724168,2016,THE MITRE CORPORATION,HSHQDC16J00023,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,1867412,2016,THE MITRE CORPORATION,HSHQDC16J00018,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,5108172,2016,THE MITRE CORPORATION,HSHQDC16J00038,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,0,2016,THE MITRE CORPORATION,HSHQDC15J00154,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,1210229,2016,THE MITRE CORPORATION,HSHQDC16J00030,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
OFFICE OF PROCUREMENT OPERATIONS,456540,2016,THE MITRE CORPORATION,HSHQDC16J00025,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
